residue,method,d,a,b
4128,formula_even,,,
4129,general_key_d_15,15,4,56
4130,formula_even,,,
4131,formula_divisible_by_3,,,
4132,formula_even,,,
4133,general_key_d_3,3,4,8
4134,formula_even,,,
4135,formula_3_mod_4,,,
4136,formula_even,,,
4137,formula_divisible_by_3,,,
4138,formula_even,,,
4139,formula_3_mod_4,,,
4140,formula_even,,,
4141,general_key_d_3,3,4,8
4142,formula_even,,,
4143,formula_divisible_by_3,,,
4144,formula_even,,,
4145,general_key_d_7,7,4,24
4146,formula_even,,,
4147,formula_3_mod_4,,,
4148,formula_even,,,
4149,formula_divisible_by_3,,,
4150,formula_even,,,
4151,formula_3_mod_4,,,
4152,formula_even,,,
4153,general_key_d_7,7,8,20
4154,formula_even,,,
4155,formula_divisible_by_3,,,
4156,formula_even,,,
4157,general_key_d_3,3,4,8
4158,formula_even,,,
4159,formula_3_mod_4,,,
4160,formula_even,,,
4161,formula_divisible_by_3,,,
4162,formula_even,,,
4163,formula_3_mod_4,,,
4164,formula_even,,,
4165,general_key_d_3,3,4,8
4166,formula_even,,,
4167,formula_divisible_by_3,,,
4168,formula_even,,,
4169,general_key_d_7,7,4,24
4170,formula_even,,,
4171,formula_3_mod_4,,,
4172,formula_even,,,
4173,formula_divisible_by_3,,,
4174,formula_even,,,
4175,formula_3_mod_4,,,
4176,formula_even,,,
4177,general_key_d_3,3,2,10
4178,formula_even,,,
4179,formula_divisible_by_3,,,
4180,formula_even,,,
4181,general_key_d_3,3,4,8
4182,formula_even,,,
4183,formula_3_mod_4,,,
4184,formula_even,,,
4185,formula_divisible_by_3,,,
4186,formula_even,,,
4187,formula_3_mod_4,,,
4188,formula_even,,,
4189,general_key_d_3,3,4,8
4190,formula_even,,,
4191,formula_divisible_by_3,,,
4192,formula_even,,,
4193,general_key_d_7,7,4,24
4194,formula_even,,,
4195,formula_3_mod_4,,,
4196,formula_even,,,
4197,formula_divisible_by_3,,,
4198,formula_even,,,
4199,formula_3_mod_4,,,
4200,formula_even,,,
4201,uncovered,,,
4202,formula_even,,,
4203,formula_divisible_by_3,,,
4204,formula_even,,,
4205,general_key_d_3,3,4,8
4206,formula_even,,,
4207,formula_3_mod_4,,,
4208,formula_even,,,
4209,formula_divisible_by_3,,,
4210,formula_even,,,
4211,formula_3_mod_4,,,
4212,formula_even,,,
4213,general_key_d_3,3,4,8
4214,formula_even,,,
4215,formula_divisible_by_3,,,
4216,formula_even,,,
4217,general_key_d_7,7,4,24
4218,formula_even,,,
4219,formula_3_mod_4,,,
4220,formula_even,,,
4221,formula_divisible_by_3,,,
4222,formula_even,,,
4223,formula_3_mod_4,,,
4224,formula_even,,,
4225,general_key_d_3,3,2,10
4226,formula_even,,,
4227,formula_divisible_by_3,,,
4228,formula_even,,,
4229,general_key_d_3,3,4,8
4230,formula_even,,,
4231,formula_3_mod_4,,,
4232,formula_even,,,
4233,formula_divisible_by_3,,,
4234,formula_even,,,
4235,formula_3_mod_4,,,
4236,formula_even,,,
4237,general_key_d_3,3,4,8
4238,formula_even,,,
4239,formula_divisible_by_3,,,
4240,formula_even,,,
4241,general_key_d_7,7,4,24
4242,formula_even,,,
4243,formula_3_mod_4,,,
4244,formula_even,,,
4245,formula_divisible_by_3,,,
4246,formula_even,,,
4247,formula_3_mod_4,,,
4248,formula_even,,,
4249,general_key_d_11,11,2,42
4250,formula_even,,,
4251,formula_divisible_by_3,,,
4252,formula_even,,,
4253,general_key_d_3,3,4,8
4254,formula_even,,,
4255,formula_3_mod_4,,,
4256,formula_even,,,
4257,formula_divisible_by_3,,,
4258,formula_even,,,
4259,formula_3_mod_4,,,
4260,formula_even,,,
4261,general_key_d_3,3,4,8
4262,formula_even,,,
4263,formula_divisible_by_3,,,
4264,formula_even,,,
4265,general_key_d_7,7,4,24
4266,formula_even,,,
4267,formula_3_mod_4,,,
4268,formula_even,,,
4269,formula_divisible_by_3,,,
4270,formula_even,,,
4271,formula_3_mod_4,,,
4272,formula_even,,,
4273,general_key_d_7,7,8,20
4274,formula_even,,,
4275,formula_divisible_by_3,,,
4276,formula_even,,,
4277,general_key_d_3,3,4,8
4278,formula_even,,,
4279,formula_3_mod_4,,,
4280,formula_even,,,
4281,formula_divisible_by_3,,,
4282,formula_even,,,
4283,formula_3_mod_4,,,
4284,formula_even,,,
4285,general_key_d_3,3,4,8
4286,formula_even,,,
4287,formula_divisible_by_3,,,
4288,formula_even,,,
4289,general_key_d_7,7,4,24
4290,formula_even,,,
4291,formula_3_mod_4,,,
4292,formula_even,,,
4293,formula_divisible_by_3,,,
4294,formula_even,,,
4295,formula_3_mod_4,,,
4296,formula_even,,,
4297,general_key_d_3,3,2,10
4298,formula_even,,,
4299,formula_divisible_by_3,,,
4300,formula_even,,,
4301,general_key_d_3,3,4,8
4302,formula_even,,,
4303,formula_3_mod_4,,,
4304,formula_even,,,
4305,formula_divisible_by_3,,,
4306,formula_even,,,
4307,formula_3_mod_4,,,
4308,formula_even,,,
4309,general_key_d_3,3,4,8
4310,formula_even,,,
4311,formula_divisible_by_3,,,
4312,formula_even,,,
4313,general_key_d_7,7,4,24
4314,formula_even,,,
4315,formula_3_mod_4,,,
4316,formula_even,,,
4317,formula_divisible_by_3,,,
4318,formula_even,,,
4319,formula_3_mod_4,,,
4320,formula_even,,,
4321,uncovered,,,
4322,formula_even,,,
4323,formula_divisible_by_3,,,
4324,formula_even,,,
4325,general_key_d_3,3,4,8
4326,formula_even,,,
4327,formula_3_mod_4,,,
4328,formula_even,,,
4329,formula_divisible_by_3,,,
4330,formula_even,,,
4331,formula_3_mod_4,,,
4332,formula_even,,,
4333,general_key_d_3,3,4,8
4334,formula_even,,,
4335,formula_divisible_by_3,,,
4336,formula_even,,,
4337,general_key_d_7,7,4,24
4338,formula_even,,,
4339,formula_3_mod_4,,,
4340,formula_even,,,
4341,formula_divisible_by_3,,,
4342,formula_even,,,
4343,formula_3_mod_4,,,
4344,formula_even,,,
4345,general_key_d_3,3,2,10
4346,formula_even,,,
4347,formula_divisible_by_3,,,
4348,formula_even,,,
4349,general_key_d_3,3,4,8
4350,formula_even,,,
4351,formula_3_mod_4,,,
4352,formula_even,,,
4353,formula_divisible_by_3,,,
4354,formula_even,,,
4355,formula_3_mod_4,,,
4356,formula_even,,,
4357,general_key_d_3,3,4,8
4358,formula_even,,,
4359,formula_divisible_by_3,,,
4360,formula_even,,,
4361,general_key_d_7,7,4,24
4362,formula_even,,,
4363,formula_3_mod_4,,,
4364,formula_even,,,
4365,formula_divisible_by_3,,,
4366,formula_even,,,
4367,formula_3_mod_4,,,
4368,formula_even,,,
4369,uncovered,,,
4370,formula_even,,,
4371,formula_divisible_by_3,,,
4372,formula_even,,,
4373,general_key_d_3,3,4,8
4374,formula_even,,,
4375,formula_3_mod_4,,,
4376,formula_even,,,
4377,formula_divisible_by_3,,,
4378,formula_even,,,
4379,formula_3_mod_4,,,
4380,formula_even,,,
4381,general_key_d_3,3,4,8
4382,formula_even,,,
4383,formula_divisible_by_3,,,
4384,formula_even,,,
4385,general_key_d_7,7,4,24
4386,formula_even,,,
4387,formula_3_mod_4,,,
4388,formula_even,,,
4389,formula_divisible_by_3,,,
4390,formula_even,,,
4391,formula_3_mod_4,,,
4392,formula_even,,,
4393,general_key_d_7,7,8,20
4394,formula_even,,,
4395,formula_divisible_by_3,,,
4396,formula_even,,,
4397,general_key_d_3,3,4,8
4398,formula_even,,,
4399,formula_3_mod_4,,,
4400,formula_even,,,
4401,formula_divisible_by_3,,,
4402,formula_even,,,
4403,formula_3_mod_4,,,
4404,formula_even,,,
4405,general_key_d_3,3,4,8
4406,formula_even,,,
4407,formula_divisible_by_3,,,
4408,formula_even,,,
4409,general_key_d_7,7,4,24
4410,formula_even,,,
4411,formula_3_mod_4,,,
4412,formula_even,,,
4413,formula_divisible_by_3,,,
4414,formula_even,,,
4415,formula_3_mod_4,,,
4416,formula_even,,,
4417,general_key_d_3,3,2,10
4418,formula_even,,,
4419,formula_divisible_by_3,,,
4420,formula_even,,,
4421,general_key_d_3,3,4,8
4422,formula_even,,,
4423,formula_3_mod_4,,,
4424,formula_even,,,
4425,formula_divisible_by_3,,,
4426,formula_even,,,
4427,formula_3_mod_4,,,
4428,formula_even,,,
4429,general_key_d_3,3,4,8
4430,formula_even,,,
4431,formula_divisible_by_3,,,
4432,formula_even,,,
4433,general_key_d_7,7,4,24
4434,formula_even,,,
4435,formula_3_mod_4,,,
4436,formula_even,,,
4437,formula_divisible_by_3,,,
4438,formula_even,,,
4439,formula_3_mod_4,,,
4440,formula_even,,,
4441,general_key_d_11,11,2,42
4442,formula_even,,,
4443,formula_divisible_by_3,,,
4444,formula_even,,,
4445,general_key_d_3,3,4,8
4446,formula_even,,,
4447,formula_3_mod_4,,,
4448,formula_even,,,
4449,formula_divisible_by_3,,,
4450,formula_even,,,
4451,formula_3_mod_4,,,
4452,formula_even,,,
4453,general_key_d_3,3,4,8
4454,formula_even,,,
4455,formula_divisible_by_3,,,
4456,formula_even,,,
4457,general_key_d_7,7,4,24
4458,formula_even,,,
4459,formula_3_mod_4,,,
4460,formula_even,,,
4461,formula_divisible_by_3,,,
4462,formula_even,,,
4463,formula_3_mod_4,,,
4464,formula_even,,,
4465,general_key_d_3,3,2,10
4466,formula_even,,,
4467,formula_divisible_by_3,,,
4468,formula_even,,,
4469,general_key_d_3,3,4,8
4470,formula_even,,,
4471,formula_3_mod_4,,,
4472,formula_even,,,
4473,formula_divisible_by_3,,,
4474,formula_even,,,
4475,formula_3_mod_4,,,
4476,formula_even,,,
4477,general_key_d_3,3,4,8
4478,formula_even,,,
4479,formula_divisible_by_3,,,
4480,formula_even,,,
4481,general_key_d_7,7,4,24
4482,formula_even,,,
4483,formula_3_mod_4,,,
4484,formula_even,,,
4485,formula_divisible_by_3,,,
4486,formula_even,,,
4487,formula_3_mod_4,,,
4488,formula_even,,,
4489,uncovered,,,
4490,formula_even,,,
4491,formula_divisible_by_3,,,
4492,formula_even,,,
4493,general_key_d_3,3,4,8
4494,formula_even,,,
4495,formula_3_mod_4,,,
4496,formula_even,,,
4497,formula_divisible_by_3,,,
4498,formula_even,,,
4499,formula_3_mod_4,,,
4500,formula_even,,,
4501,general_key_d_3,3,4,8
4502,formula_even,,,
4503,formula_divisible_by_3,,,
4504,formula_even,,,
4505,general_key_d_7,7,4,24
4506,formula_even,,,
4507,formula_3_mod_4,,,
4508,formula_even,,,
4509,formula_divisible_by_3,,,
4510,formula_even,,,
4511,formula_3_mod_4,,,
4512,formula_even,,,
4513,general_key_d_7,7,8,20
4514,formula_even,,,
4515,formula_divisible_by_3,,,
4516,formula_even,,,
4517,general_key_d_3,3,4,8
4518,formula_even,,,
4519,formula_3_mod_4,,,
4520,formula_even,,,
4521,formula_divisible_by_3,,,
4522,formula_even,,,
4523,formula_3_mod_4,,,
4524,formula_even,,,
4525,general_key_d_3,3,4,8
4526,formula_even,,,
4527,formula_divisible_by_3,,,
4528,formula_even,,,
4529,general_key_d_7,7,4,24
4530,formula_even,,,
4531,formula_3_mod_4,,,
4532,formula_even,,,
4533,formula_divisible_by_3,,,
4534,formula_even,,,
4535,formula_3_mod_4,,,
4536,formula_even,,,
4537,general_key_d_3,3,2,10
4538,formula_even,,,
4539,formula_divisible_by_3,,,
4540,formula_even,,,
4541,general_key_d_3,3,4,8
4542,formula_even,,,
4543,formula_3_mod_4,,,
4544,formula_even,,,
4545,formula_divisible_by_3,,,
4546,formula_even,,,
4547,formula_3_mod_4,,,
4548,formula_even,,,
4549,general_key_d_3,3,4,8
4550,formula_even,,,
4551,formula_divisible_by_3,,,
4552,formula_even,,,
4553,general_key_d_7,7,4,24
4554,formula_even,,,
4555,formula_3_mod_4,,,
4556,formula_even,,,
4557,formula_divisible_by_3,,,
4558,formula_even,,,
4559,formula_3_mod_4,,,
4560,formula_even,,,
4561,uncovered,,,
4562,formula_even,,,
4563,formula_divisible_by_3,,,
4564,formula_even,,,
4565,general_key_d_3,3,4,8
4566,formula_even,,,
4567,formula_3_mod_4,,,
4568,formula_even,,,
4569,formula_divisible_by_3,,,
4570,formula_even,,,
4571,formula_3_mod_4,,,
4572,formula_even,,,
4573,general_key_d_3,3,4,8
4574,formula_even,,,
4575,formula_divisible_by_3,,,
4576,formula_even,,,
4577,general_key_d_7,7,4,24
4578,formula_even,,,
4579,formula_3_mod_4,,,
4580,formula_even,,,
4581,formula_divisible_by_3,,,
4582,formula_even,,,
4583,formula_3_mod_4,,,
4584,formula_even,,,
4585,general_key_d_3,3,2,10
4586,formula_even,,,
4587,formula_divisible_by_3,,,
4588,formula_even,,,
4589,general_key_d_3,3,4,8
4590,formula_even,,,
4591,formula_3_mod_4,,,
4592,formula_even,,,
4593,formula_divisible_by_3,,,
4594,formula_even,,,
4595,formula_3_mod_4,,,
4596,formula_even,,,
4597,general_key_d_3,3,4,8
4598,formula_even,,,
4599,formula_divisible_by_3,,,
4600,formula_even,,,
4601,general_key_d_7,7,4,24
4602,formula_even,,,
4603,formula_3_mod_4,,,
4604,formula_even,,,
4605,formula_divisible_by_3,,,
4606,formula_even,,,
4607,formula_3_mod_4,,,
4608,formula_even,,,
4609,general_key_d_11,11,2,42
4610,formula_even,,,
4611,formula_divisible_by_3,,,
4612,formula_even,,,
4613,general_key_d_3,3,4,8
4614,formula_even,,,
4615,formula_3_mod_4,,,
4616,formula_even,,,
4617,formula_divisible_by_3,,,
4618,formula_even,,,
4619,formula_3_mod_4,,,
4620,formula_even,,,
4621,general_key_d_3,3,4,8
4622,formula_even,,,
4623,formula_divisible_by_3,,,
4624,formula_even,,,
4625,general_key_d_7,7,4,24
4626,formula_even,,,
4627,formula_3_mod_4,,,
4628,formula_even,,,
4629,formula_divisible_by_3,,,
4630,formula_even,,,
4631,formula_3_mod_4,,,
4632,formula_even,,,
4633,general_key_d_7,7,8,20
4634,formula_even,,,
4635,formula_divisible_by_3,,,
4636,formula_even,,,
4637,general_key_d_3,3,4,8
4638,formula_even,,,
4639,formula_3_mod_4,,,
4640,formula_even,,,
4641,formula_divisible_by_3,,,
4642,formula_even,,,
4643,formula_3_mod_4,,,
4644,formula_even,,,
4645,general_key_d_3,3,4,8
4646,formula_even,,,
4647,formula_divisible_by_3,,,
4648,formula_even,,,
4649,general_key_d_7,7,4,24
4650,formula_even,,,
4651,formula_3_mod_4,,,
4652,formula_even,,,
4653,formula_divisible_by_3,,,
4654,formula_even,,,
4655,formula_3_mod_4,,,
4656,formula_even,,,
4657,general_key_d_3,3,2,10
4658,formula_even,,,
4659,formula_divisible_by_3,,,
4660,formula_even,,,
4661,general_key_d_3,3,4,8
4662,formula_even,,,
4663,formula_3_mod_4,,,
4664,formula_even,,,
4665,formula_divisible_by_3,,,
4666,formula_even,,,
4667,formula_3_mod_4,,,
4668,formula_even,,,
4669,general_key_d_3,3,4,8
4670,formula_even,,,
4671,formula_divisible_by_3,,,
4672,formula_even,,,
4673,general_key_d_7,7,4,24
4674,formula_even,,,
4675,formula_3_mod_4,,,
4676,formula_even,,,
4677,formula_divisible_by_3,,,
4678,formula_even,,,
4679,formula_3_mod_4,,,
4680,formula_even,,,
4681,general_key_d_23,23,8,84
4682,formula_even,,,
4683,formula_divisible_by_3,,,
4684,formula_even,,,
4685,general_key_d_3,3,4,8
4686,formula_even,,,
4687,formula_3_mod_4,,,
4688,formula_even,,,
4689,formula_divisible_by_3,,,
4690,formula_even,,,
4691,formula_3_mod_4,,,
4692,formula_even,,,
4693,general_key_d_3,3,4,8
4694,formula_even,,,
4695,formula_divisible_by_3,,,
4696,formula_even,,,
4697,general_key_d_7,7,4,24
4698,formula_even,,,
4699,formula_3_mod_4,,,
4700,formula_even,,,
4701,formula_divisible_by_3,,,
4702,formula_even,,,
4703,formula_3_mod_4,,,
4704,formula_even,,,
4705,general_key_d_3,3,2,10
4706,formula_even,,,
4707,formula_divisible_by_3,,,
4708,formula_even,,,
4709,general_key_d_3,3,4,8
4710,formula_even,,,
4711,formula_3_mod_4,,,
4712,formula_even,,,
4713,formula_divisible_by_3,,,
4714,formula_even,,,
4715,formula_3_mod_4,,,
4716,formula_even,,,
4717,general_key_d_3,3,4,8
4718,formula_even,,,
4719,formula_divisible_by_3,,,
4720,formula_even,,,
4721,general_key_d_7,7,4,24
4722,formula_even,,,
4723,formula_3_mod_4,,,
4724,formula_even,,,
4725,formula_divisible_by_3,,,
4726,formula_even,,,
4727,formula_3_mod_4,,,
4728,formula_even,,,
4729,uncovered,,,
4730,formula_even,,,
4731,formula_divisible_by_3,,,
4732,formula_even,,,
4733,general_key_d_3,3,4,8
4734,formula_even,,,
4735,formula_3_mod_4,,,
4736,formula_even,,,
4737,formula_divisible_by_3,,,
4738,formula_even,,,
4739,formula_3_mod_4,,,
4740,formula_even,,,
4741,general_key_d_3,3,4,8
4742,formula_even,,,
4743,formula_divisible_by_3,,,
4744,formula_even,,,
4745,general_key_d_7,7,4,24
4746,formula_even,,,
4747,formula_3_mod_4,,,
4748,formula_even,,,
4749,formula_divisible_by_3,,,
4750,formula_even,,,
4751,formula_3_mod_4,,,
4752,formula_even,,,
4753,general_key_d_7,7,8,20
4754,formula_even,,,
4755,formula_divisible_by_3,,,
4756,formula_even,,,
4757,general_key_d_3,3,4,8
4758,formula_even,,,
4759,formula_3_mod_4,,,
4760,formula_even,,,
4761,formula_divisible_by_3,,,
4762,formula_even,,,
4763,formula_3_mod_4,,,
4764,formula_even,,,
4765,general_key_d_3,3,4,8
4766,formula_even,,,
4767,formula_divisible_by_3,,,
4768,formula_even,,,
4769,general_key_d_7,7,4,24
4770,formula_even,,,
4771,formula_3_mod_4,,,
4772,formula_even,,,
4773,formula_divisible_by_3,,,
4774,formula_even,,,
4775,formula_3_mod_4,,,
4776,formula_even,,,
4777,general_key_d_3,3,2,10
4778,formula_even,,,
4779,formula_divisible_by_3,,,
4780,formula_even,,,
4781,general_key_d_3,3,4,8
4782,formula_even,,,
4783,formula_3_mod_4,,,
4784,formula_even,,,
4785,formula_divisible_by_3,,,
4786,formula_even,,,
4787,formula_3_mod_4,,,
4788,formula_even,,,
4789,general_key_d_3,3,4,8
4790,formula_even,,,
4791,formula_divisible_by_3,,,
4792,formula_even,,,
4793,general_key_d_7,7,4,24
4794,formula_even,,,
4795,formula_3_mod_4,,,
4796,formula_even,,,
4797,formula_divisible_by_3,,,
4798,formula_even,,,
4799,formula_3_mod_4,,,
4800,formula_even,,,
4801,general_key_d_15,15,4,56
4802,formula_even,,,
4803,formula_divisible_by_3,,,
4804,formula_even,,,
4805,general_key_d_3,3,4,8
4806,formula_even,,,
4807,formula_3_mod_4,,,
4808,formula_even,,,
4809,formula_divisible_by_3,,,
4810,formula_even,,,
4811,formula_3_mod_4,,,
4812,formula_even,,,
4813,general_key_d_3,3,4,8
4814,formula_even,,,
4815,formula_divisible_by_3,,,
4816,formula_even,,,
4817,general_key_d_7,7,4,24
4818,formula_even,,,
4819,formula_3_mod_4,,,
4820,formula_even,,,
4821,formula_divisible_by_3,,,
4822,formula_even,,,
4823,formula_3_mod_4,,,
4824,formula_even,,,
4825,general_key_d_3,3,2,10
4826,formula_even,,,
4827,formula_divisible_by_3,,,
4828,formula_even,,,
4829,general_key_d_3,3,4,8
4830,formula_even,,,
4831,formula_3_mod_4,,,
4832,formula_even,,,
4833,formula_divisible_by_3,,,
4834,formula_even,,,
4835,formula_3_mod_4,,,
4836,formula_even,,,
4837,general_key_d_3,3,4,8
4838,formula_even,,,
4839,formula_divisible_by_3,,,
4840,formula_even,,,
4841,general_key_d_7,7,4,24
4842,formula_even,,,
4843,formula_3_mod_4,,,
4844,formula_even,,,
4845,formula_divisible_by_3,,,
4846,formula_even,,,
4847,formula_3_mod_4,,,
4848,formula_even,,,
4849,general_key_d_23,23,8,84
4850,formula_even,,,
4851,formula_divisible_by_3,,,
4852,formula_even,,,
4853,general_key_d_3,3,4,8
4854,formula_even,,,
4855,formula_3_mod_4,,,
4856,formula_even,,,
4857,formula_divisible_by_3,,,
4858,formula_even,,,
4859,formula_3_mod_4,,,
4860,formula_even,,,
4861,general_key_d_3,3,4,8
4862,formula_even,,,
4863,formula_divisible_by_3,,,
4864,formula_even,,,
4865,general_key_d_7,7,4,24
4866,formula_even,,,
4867,formula_3_mod_4,,,
4868,formula_even,,,
4869,formula_divisible_by_3,,,
4870,formula_even,,,
4871,formula_3_mod_4,,,
4872,formula_even,,,
4873,general_key_d_7,7,8,20
4874,formula_even,,,
4875,formula_divisible_by_3,,,
4876,formula_even,,,
4877,general_key_d_3,3,4,8
4878,formula_even,,,
4879,formula_3_mod_4,,,
4880,formula_even,,,
4881,formula_divisible_by_3,,,
4882,formula_even,,,
4883,formula_3_mod_4,,,
4884,formula_even,,,
4885,general_key_d_3,3,4,8
4886,formula_even,,,
4887,formula_divisible_by_3,,,
4888,formula_even,,,
4889,general_key_d_7,7,4,24
4890,formula_even,,,
4891,formula_3_mod_4,,,
4892,formula_even,,,
4893,formula_divisible_by_3,,,
4894,formula_even,,,
4895,formula_3_mod_4,,,
4896,formula_even,,,
4897,general_key_d_3,3,2,10
4898,formula_even,,,
4899,formula_divisible_by_3,,,
4900,formula_even,,,
4901,general_key_d_3,3,4,8
4902,formula_even,,,
4903,formula_3_mod_4,,,
4904,formula_even,,,
4905,formula_divisible_by_3,,,
4906,formula_even,,,
4907,formula_3_mod_4,,,
4908,formula_even,,,
4909,general_key_d_3,3,4,8
4910,formula_even,,,
4911,formula_divisible_by_3,,,
4912,formula_even,,,
4913,general_key_d_7,7,4,24
4914,formula_even,,,
4915,formula_3_mod_4,,,
4916,formula_even,,,
4917,formula_divisible_by_3,,,
4918,formula_even,,,
4919,formula_3_mod_4,,,
4920,formula_even,,,
4921,general_key_d_11,11,2,42
4922,formula_even,,,
4923,formula_divisible_by_3,,,
4924,formula_even,,,
4925,general_key_d_3,3,4,8
4926,formula_even,,,
4927,formula_3_mod_4,,,
4928,formula_even,,,
4929,formula_divisible_by_3,,,
4930,formula_even,,,
4931,formula_3_mod_4,,,
4932,formula_even,,,
4933,general_key_d_3,3,4,8
4934,formula_even,,,
4935,formula_divisible_by_3,,,
4936,formula_even,,,
4937,general_key_d_7,7,4,24
4938,formula_even,,,
4939,formula_3_mod_4,,,
4940,formula_even,,,
4941,formula_divisible_by_3,,,
4942,formula_even,,,
4943,formula_3_mod_4,,,
4944,formula_even,,,
4945,general_key_d_3,3,2,10
4946,formula_even,,,
4947,formula_divisible_by_3,,,
4948,formula_even,,,
4949,general_key_d_3,3,4,8
4950,formula_even,,,
4951,formula_3_mod_4,,,
4952,formula_even,,,
4953,formula_divisible_by_3,,,
4954,formula_even,,,
4955,formula_3_mod_4,,,
4956,formula_even,,,
4957,general_key_d_3,3,4,8
4958,formula_even,,,
4959,formula_divisible_by_3,,,
4960,formula_even,,,
4961,general_key_d_7,7,4,24
4962,formula_even,,,
4963,formula_3_mod_4,,,
4964,formula_even,,,
4965,formula_divisible_by_3,,,
4966,formula_even,,,
4967,formula_3_mod_4,,,
4968,formula_even,,,
4969,general_key_d_15,15,4,56
4970,formula_even,,,
4971,formula_divisible_by_3,,,
4972,formula_even,,,
4973,general_key_d_3,3,4,8
4974,formula_even,,,
4975,formula_3_mod_4,,,
4976,formula_even,,,
4977,formula_divisible_by_3,,,
4978,formula_even,,,
4979,formula_3_mod_4,,,
4980,formula_even,,,
4981,general_key_d_3,3,4,8
4982,formula_even,,,
4983,formula_divisible_by_3,,,
4984,formula_even,,,
4985,general_key_d_7,7,4,24
4986,formula_even,,,
4987,formula_3_mod_4,,,
4988,formula_even,,,
4989,formula_divisible_by_3,,,
4990,formula_even,,,
4991,formula_3_mod_4,,,
4992,formula_even,,,
4993,general_key_d_7,7,8,20
4994,formula_even,,,
4995,formula_divisible_by_3,,,
4996,formula_even,,,
4997,general_key_d_3,3,4,8
4998,formula_even,,,
4999,formula_3_mod_4,,,
5000,formula_even,,,
5001,formula_divisible_by_3,,,
5002,formula_even,,,
5003,formula_3_mod_4,,,
5004,formula_even,,,
5005,general_key_d_3,3,4,8
5006,formula_even,,,
5007,formula_divisible_by_3,,,
5008,formula_even,,,
5009,general_key_d_7,7,4,24
5010,formula_even,,,
5011,formula_3_mod_4,,,
5012,formula_even,,,
5013,formula_divisible_by_3,,,
5014,formula_even,,,
5015,formula_3_mod_4,,,
5016,formula_even,,,
5017,general_key_d_3,3,2,10
5018,formula_even,,,
5019,formula_divisible_by_3,,,
5020,formula_even,,,
5021,general_key_d_3,3,4,8
5022,formula_even,,,
5023,formula_3_mod_4,,,
5024,formula_even,,,
5025,formula_divisible_by_3,,,
5026,formula_even,,,
5027,formula_3_mod_4,,,
5028,formula_even,,,
5029,general_key_d_3,3,4,8
5030,formula_even,,,
5031,formula_divisible_by_3,,,
5032,formula_even,,,
5033,general_key_d_7,7,4,24
5034,formula_even,,,
5035,formula_3_mod_4,,,
5036,formula_even,,,
5037,formula_divisible_by_3,,,
5038,formula_even,,,
5039,formula_3_mod_4,,,
