focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
289,51757545840,16917701089,16917701089,47,47,141,4229425284,6089544913444334832,2029848304481444944,True,564,2;3;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,51757545840,26307001009,26307001009,23,3,89,6576750258,230686100897529347096,7775935985309977992,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,51757545840,35269514569,35269514569,19,2,74,8817378647,621969329301512016286,16809981873013838278,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,51757545840,44736412009,44736412009,91,50,314,11184103025,40026931270200258178,6373715170414053850,True,15700,2;5;157,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,362302820880,214325791969,214325791969,23,6,86,53581447998,7655924184678093018708,534134245442657652468,True,516,2;3;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,207030183360,74223469609,74223469609,35,1,139,18555867411,5509123443395968049196,39633981607165237764,True,556,2;139,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,207030183360,42098096329,42098096329,19,14,62,10524524087,126589265380401936178,28584672827832695266,True,868,2;7;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,207030183360,206294448649,206294448649,47,42,146,51573612174,1013271417930731833612,291489038034868061724,True,6132,2;3;7;73,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,27663515880,16762626169,16762626169,47,21,167,4190656554,13380268422356526024,1682548723769383512,True,14028,2;3;7;167,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,387678771769,387678771769,55,8,212,96919692956,18786853762705340479582,708937877837937376588,True,424,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,415885470289,415885470289,11,1,43,103971367575,172960724402077441916700,4022342427955289346900,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,720766126369,720766126369,35,9,131,180191531601,57722645438466676838564,3965677930887023599596,True,4716,2;3;131,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,638512755169,638512755169,95,32,348,159628188816,12740579330442688998738,1171547524638408183792,True,2784,2;3;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,501320339809,501320339809,35,6,134,125330084961,41887013853959573674966,1875537933759383895894,True,804,2;3;67,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,695546932369,695546932369,131,5,519,173886733125,96757107043808581618500,932149393485631807500,True,10380,2;3;5;173,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,447040874569,447040874569,15,1,59,111760218646,199845543542122004054296,3387212602408847526344,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,442616254080,364671107089,364671107089,27,1,107,91167776779,132985016355363025945324,1242850620143579681732,True,428,2;107,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,697021285249,697021285249,95,32,348,174255321336,15182458504887026471583,1396088138380416227272,True,2784,2;3;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,282922119769,282922119769,131,21,503,70730529975,3811663137697484681100,159135041534089817700,True,42252,2;3;7;503,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,200474754769,200474754769,111,16,428,50118688720,2511882957621461626420,93902166640054640240,True,1712,2;107,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,726779934169,726779934169,19,2,74,181694983547,264104536362252396234886,7137960442223037736078,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,727323116809,727323116809,23,18,74,181830779208,29388828681193705001616,7148634003533603919312,True,1332,2;3;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,202298296489,202298296489,83,6,326,50574574143,6820766796523684722618,125535585212092356858,True,1956,2;3;163,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,203035472929,203035472929,231,260,664,50758868290,158551551209245715714,62083438726511876635,True,43160,2;5;13;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,359625706440,258866888569,258866888569,63,88,164,64716722158,761500750155723600541,408610158620144371022,True,3608,2;11;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,646660494769,646660494769,71,15,269,161665123710,27877986369386718099464,1554534555913757514840,True,16140,2;3;5;269,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,398658820849,398658820849,35,47,93,99664705221,3381465009673790123628,1708912424243743395812,True,17484,2;3;31;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,399202003489,399202003489,11,1,43,99800500875,159362239594022790211500,3706098595209832330500,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,289013525089,289013525089,31,32,92,72253381280,2610275552916545366740,907921931449233171040,True,736,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,151471920889,151471920889,27,2,106,37867980229,11471871410946608207162,216450403980124683154,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,13581127849,13581127849,35,1,139,3395281971,184447034126222841516,1326957080044768644,True,556,2;139,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,760806446689,760806446689,19,2,74,190201611677,289413224668998760774906,7821979045108074615538,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,42369807769,42369807769,47,7,181,10592451954,256457230339056246072,9918235427477313384,True,5068,2;7;181,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,706798572769,706798572769,11,3,41,176699643195,166521407492023390875940,12184493231123662747020,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,734811277489,734811277489,91,5,359,183702819395,107989522718376796879324,1504032349838116948180,True,7180,2;5;359,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,707613346729,707613346729,23,3,89,176903336688,166905549495097027324736,5626029758261697550272,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,459495276529,459495276529,23,6,86,114873819138,35189318193838428274668,2455068711198029879628,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,155933778289,155933778289,75,118,182,38983444591,206062230704898653722,133600786940538687578,True,21476,2;7;13;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,110654063520,101227526689,101227526689,51,2,202,25306881685,5123506082367405581930,50727782993736688930,True,404,2;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,157369332409,157369332409,55,8,212,39342333116,3095638348938706378222,116816541469385146348,True,424,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,627920693689,627920693689,63,88,164,156980173438,4480504518209476910581,2404173156112402244702,True,3608,2;11;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,20254514569,20254514569,63,88,164,5063628658,4661879110248496291,2501496107938217522,True,3608,2;11;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,656709373609,656709373609,103,56,356,164177343428,7701200025956539485118,1211424723184174750468,True,4984,2;7;89,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,408319712089,408319712089,119,2,474,102079928052,83362493664516949241256,351740479597117929288,True,948,2;3;79,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,381121781329,381121781329,431,32,1692,95280445440,4539181636489174398720,85847406836674693120,True,13536,2;3;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,298868410129,298868410129,131,90,434,74717102565,992470295690976794706,205811812470479058810,True,39060,2;3;5;7;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,244084561009,244084561009,11,1,43,61021140255,59577272925641173269180,1385517975014911006260,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,50944333729,50944333729,131,10,514,12736083465,259532514576543476394,5049270711605904210,True,5140,2;5;257,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,604757833969,604757833969,19,2,74,151189458497,182866018879183484569186,4942324834572526609978,True,148,2;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,245791706449,245791706449,47,7,181,61447926624,8630508995809085484672,333776590998141427584,True,5068,2;7;181,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,163227945169,163227945169,51,2,202,40806986305,13321681046209347821090,131897832140686612090,True,404,2;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,108676888609,108676888609,11,3,41,27169222155,3936888706309479909860,288065027290937554380,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,802241960520,801040760809,801040760809,63,8,244,200260190218,80208287565990889783181,2629779920196422615842,True,488,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,802241960520,746256911689,746256911689,11,1,43,186564227925,556899378251812770861300,12951148331437506299100,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,51757545840,3687684289,3687684289,11,1,43,921921075,13599015455901962700,316256173393068900,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,51757545840,35114679889,35114679889,831,20,3304,8778670180,61652038644362002004,373196359832699770,True,16520,2;5;7;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,311827436209,311827436209,79,128,188,77956859072,759658984354002591814,517214627645278360384,True,6016,2;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,419532793969,419532793969,47,2,186,104883198504,88003882617576722044752,946278307715878731664,True,372,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,9585095809,9585095809,15,1,59,2396273956,91874061811485801616,1557187488330267824,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,167884036609,167884036609,103,206,206,41971009178,136820629929243242668,136820629929243242668,True,412,2;103,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,275589394369,275589394369,11,1,43,68897348595,75949514291703692246220,1766267774225667261540,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
289,465817912560,20836736209,20836736209,31,2,122,5209184060,217084788244695257080,3558767020404840280,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
289,931635825120,439475356609,439475356609,51,10,194,109868839165,19313858908902096316594,995559737572273006010,True,1940,2;5;97,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
